machine_clears.memory_ordering, 0x2c3
offcore_response.demand_data_rd.mcdram, 0x1b7
offcore_response.demand_data_rd.mcdram_far, 0x1b7
offcore_response.demand_data_rd.mcdram_near, 0x1b7
offcore_response.demand_rfo.ddr, 0x1b7
offcore_response.demand_rfo.ddr_far, 0x1b7
offcore_response.demand_rfo.ddr_near, 0x1b7
offcore_response.demand_rfo.mcdram, 0x1b7
offcore_response.demand_rfo.mcdram_far, 0x1b7
offcore_response.demand_rfo.mcdram_near, 0x1b7
offcore_response.partial_reads.ddr, 0x1b7
offcore_response.partial_reads.ddr_far, 0x1b7
offcore_response.partial_reads.ddr_near, 0x1b7
offcore_response.partial_reads.mcdram, 0x1b7
offcore_response.partial_reads.mcdram_far, 0x1b7
offcore_response.partial_reads.mcdram_near, 0x1b7
offcore_response.partial_reads.non_dram, 0x1b7
offcore_response.partial_writes.ddr_far, 0x1b7
offcore_response.partial_writes.ddr_near, 0x1b7
offcore_response.partial_writes.mcdram, 0x1b7
offcore_response.partial_writes.mcdram_far, 0x1b7
offcore_response.partial_writes.mcdram_near, 0x1b7
offcore_response.pf_l1_data_rd.ddr, 0x1b7
offcore_response.pf_l1_data_rd.ddr_far, 0x1b7
offcore_response.pf_l1_data_rd.ddr_near, 0x1b7
offcore_response.pf_l1_data_rd.mcdram_far, 0x1b7
offcore_response.pf_l1_data_rd.mcdram_near, 0x1b7
offcore_response.pf_l2_code_rd.ddr, 0x1b7
offcore_response.pf_l2_code_rd.ddr_far, 0x1b7
offcore_response.pf_l2_code_rd.ddr_near, 0x1b7
offcore_response.pf_l2_code_rd.mcdram_far, 0x1b7
offcore_response.pf_l2_code_rd.mcdram_near, 0x1b7
offcore_response.pf_l2_rfo.ddr, 0x1b7
offcore_response.pf_l2_rfo.ddr_far, 0x1b7
offcore_response.pf_l2_rfo.ddr_near, 0x1b7
offcore_response.pf_l2_rfo.mcdram, 0x1b7
offcore_response.pf_l2_rfo.mcdram_far, 0x1b7
offcore_response.pf_l2_rfo.mcdram_near, 0x1b7
offcore_response.pf_l2_rfo.non_dram, 0x1b7
offcore_response.pf_software.ddr, 0x1b7
offcore_response.pf_software.ddr_far, 0x1b7
offcore_response.pf_software.ddr_near, 0x1b7
offcore_response.pf_software.mcdram, 0x1b7
offcore_response.pf_software.mcdram_far, 0x1b7
offcore_response.pf_software.mcdram_near, 0x1b7
offcore_response.uc_code_reads.ddr, 0x1b7
offcore_response.uc_code_reads.ddr_far, 0x1b7
offcore_response.uc_code_reads.ddr_near, 0x1b7
offcore_response.uc_code_reads.mcdram, 0x1b7
offcore_response.uc_code_reads.mcdram_far, 0x1b7
offcore_response.uc_code_reads.mcdram_near, 0x1b7
mem_uops_retired.dtlb_miss_loads, 0x804
page_walks.cycles, 0x305
page_walks.d_side_cycles, 0x105
page_walks.d_side_walks, 0x105
page_walks.i_side_cycles, 0x205
page_walks.i_side_walks, 0x205
page_walks.walks, 0x305
machine_clears.fp_assist, 0x4c3
uops_retired.packed_simd, 0x40c2
uops_retired.scalar_simd, 0x20c2
unc_c_tor_inserts.ipq_hit, 0x1835
unc_c_tor_inserts.ipq_miss, 0x2835
unc_c_tor_inserts.irq_hit, 0x1135
unc_c_tor_inserts.irq_miss, 0x2135
unc_c_tor_inserts.loc_all, 0x3735
unc_c_tor_inserts.prq_hit, 0x1435
unc_c_tor_inserts.prq_miss, 0x2435
unc_h_ag0_ad_crd_acquired.tgr0, 0x180
unc_h_ag0_ad_crd_acquired.tgr1, 0x280
unc_h_ag0_ad_crd_acquired.tgr2, 0x480
unc_h_ag0_ad_crd_acquired.tgr3, 0x880
unc_h_ag0_ad_crd_acquired.tgr4, 0x1080
unc_h_ag0_ad_crd_acquired.tgr5, 0x2080
unc_h_ag0_ad_crd_acquired.tgr6, 0x4080
unc_h_ag0_ad_crd_acquired.tgr7, 0x8080
unc_h_ag0_ad_crd_acquired_ext.any_of_tgr0_thru_tgr7, 0x281
unc_h_ag0_ad_crd_acquired_ext.tgr8, 0x181
unc_h_ag0_ad_crd_occupancy.tgr0, 0x182
unc_h_ag0_ad_crd_occupancy.tgr1, 0x282
unc_h_ag0_ad_crd_occupancy.tgr2, 0x482
unc_h_ag0_ad_crd_occupancy.tgr3, 0x882
unc_h_ag0_ad_crd_occupancy.tgr4, 0x1082
unc_h_ag0_ad_crd_occupancy.tgr5, 0x2082
unc_h_ag0_ad_crd_occupancy.tgr6, 0x4082
unc_h_ag0_ad_crd_occupancy.tgr7, 0x8082
unc_h_ag0_ad_crd_occupancy_ext.any_of_tgr0_thru_tgr7, 0x283
unc_h_ag0_ad_crd_occupancy_ext.tgr8, 0x183
unc_h_ag0_bl_crd_acquired.tgr0, 0x188
unc_h_ag0_bl_crd_acquired.tgr1, 0x288
unc_h_ag0_bl_crd_acquired.tgr2, 0x488
unc_h_ag0_bl_crd_acquired.tgr3, 0x888
unc_h_ag0_bl_crd_acquired.tgr4, 0x1088
unc_h_ag0_bl_crd_acquired.tgr5, 0x2088
unc_h_ag0_bl_crd_acquired.tgr6, 0x4088
unc_h_ag0_bl_crd_acquired.tgr7, 0x8088
unc_h_ag0_bl_crd_acquired_ext.any_of_tgr0_thru_tgr7, 0x289
unc_h_ag0_bl_crd_acquired_ext.tgr8, 0x189
unc_h_ag0_bl_crd_occupancy.tgr0, 0x18a
unc_h_ag0_bl_crd_occupancy.tgr1, 0x28a
unc_h_ag0_bl_crd_occupancy.tgr2, 0x48a
unc_h_ag0_bl_crd_occupancy.tgr3, 0x88a
unc_h_ag0_bl_crd_occupancy.tgr4, 0x108a
unc_h_ag0_bl_crd_occupancy.tgr5, 0x208a
unc_h_ag0_bl_crd_occupancy.tgr6, 0x408a
unc_h_ag0_bl_crd_occupancy.tgr7, 0x808a
unc_h_ag0_bl_crd_occupancy_ext.any_of_tgr0_thru_tgr7, 0x28b
unc_h_ag0_bl_crd_occupancy_ext.tgr8, 0x18b
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr0, 0x1d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr1, 0x2d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr2, 0x4d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr3, 0x8d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr4, 0x10d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr5, 0x20d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr6, 0x40d0
unc_h_ag0_stall_no_crd_egress_horz_ad.tgr7, 0x80d0
unc_h_ag0_stall_no_crd_egress_horz_ad_ext.any_of_tgr0_thru_tgr7, 0x2d1
unc_h_ag0_stall_no_crd_egress_horz_ad_ext.tgr8, 0x1d1
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr0, 0x1d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr1, 0x2d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr2, 0x4d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr3, 0x8d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr4, 0x10d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr5, 0x20d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr6, 0x40d4
unc_h_ag0_stall_no_crd_egress_horz_bl.tgr7, 0x80d4
unc_h_ag0_stall_no_crd_egress_horz_bl_ext.any_of_tgr0_thru_tgr7, 0x2d5
unc_h_ag0_stall_no_crd_egress_horz_bl_ext.tgr8, 0x1d5
unc_h_ag1_ad_crd_acquired.tgr0, 0x184
unc_h_ag1_ad_crd_acquired.tgr1, 0x284
unc_h_ag1_ad_crd_acquired.tgr2, 0x484
unc_h_ag1_ad_crd_acquired.tgr3, 0x884
unc_h_ag1_ad_crd_acquired.tgr4, 0x1084
unc_h_ag1_ad_crd_acquired.tgr5, 0x2084
unc_h_ag1_ad_crd_acquired.tgr6, 0x4084
unc_h_ag1_ad_crd_acquired.tgr7, 0x8084
unc_h_ag1_ad_crd_acquired_ext.any_of_tgr0_thru_tgr7, 0x285
unc_h_ag1_ad_crd_acquired_ext.tgr8, 0x185
unc_h_ag1_ad_crd_occupancy.tgr0, 0x186
unc_h_ag1_ad_crd_occupancy.tgr1, 0x286
unc_h_ag1_ad_crd_occupancy.tgr2, 0x486
unc_h_ag1_ad_crd_occupancy.tgr3, 0x886
unc_h_ag1_ad_crd_occupancy.tgr4, 0x1086
unc_h_ag1_ad_crd_occupancy.tgr5, 0x2086
unc_h_ag1_ad_crd_occupancy.tgr6, 0x4086
unc_h_ag1_ad_crd_occupancy.tgr7, 0x8086
unc_h_ag1_ad_crd_occupancy_ext.any_of_tgr0_thru_tgr7, 0x287
unc_h_ag1_ad_crd_occupancy_ext.tgr8, 0x187
unc_h_ag1_bl_crd_acquired.tgr0, 0x18c
unc_h_ag1_bl_crd_acquired.tgr1, 0x28c
unc_h_ag1_bl_crd_acquired.tgr2, 0x48c
unc_h_ag1_bl_crd_acquired.tgr3, 0x88c
unc_h_ag1_bl_crd_acquired.tgr4, 0x108c
unc_h_ag1_bl_crd_acquired.tgr5, 0x208c
unc_h_ag1_bl_crd_acquired.tgr6, 0x408c
unc_h_ag1_bl_crd_acquired.tgr7, 0x808c
unc_h_ag1_bl_crd_acquired_ext.any_of_tgr0_thru_tgr7, 0x28d
unc_h_ag1_bl_crd_acquired_ext.tgr8, 0x18d
unc_h_ag1_bl_crd_occupancy.tgr0, 0x18e
unc_h_ag1_bl_crd_occupancy.tgr1, 0x28e
unc_h_ag1_bl_crd_occupancy.tgr2, 0x48e
unc_h_ag1_bl_crd_occupancy.tgr3, 0x88e
unc_h_ag1_bl_crd_occupancy.tgr4, 0x108e
unc_h_ag1_bl_crd_occupancy.tgr5, 0x208e
unc_h_ag1_bl_crd_occupancy.tgr6, 0x408e
unc_h_ag1_bl_crd_occupancy.tgr7, 0x808e
unc_h_ag1_bl_crd_occupancy_ext.any_of_tgr0_thru_tgr7, 0x28f
unc_h_ag1_bl_crd_occupancy_ext.tgr8, 0x18f
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr0, 0x1d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr1, 0x2d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr2, 0x4d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr3, 0x8d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr4, 0x10d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr5, 0x20d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr6, 0x40d2
unc_h_ag1_stall_no_crd_egress_horz_ad.tgr7, 0x80d2
unc_h_ag1_stall_no_crd_egress_horz_ad_ext.any_of_tgr0_thru_tgr7, 0x2d3
unc_h_ag1_stall_no_crd_egress_horz_ad_ext.tgr8, 0x1d3
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr0, 0x1d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr1, 0x2d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr2, 0x4d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr3, 0x8d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr4, 0x10d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr5, 0x20d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr6, 0x40d6
unc_h_ag1_stall_no_crd_egress_horz_bl.tgr7, 0x80d6
unc_h_ag1_stall_no_crd_egress_horz_bl_ext.any_of_tgr0_thru_tgr7, 0x2d7
unc_h_ag1_stall_no_crd_egress_horz_bl_ext.tgr8, 0x1d7
unc_h_cache_lines_victimized.e_state, 0x237
unc_h_cache_lines_victimized.f_state, 0x837
unc_h_cache_lines_victimized.local, 0x2037
unc_h_cache_lines_victimized.m_state, 0x137
unc_h_cache_lines_victimized.remote, 0x8037
unc_h_cache_lines_victimized.s_state, 0x437
unc_h_clock, 0xc0
unc_h_egress_horz_ads_used.ad, 0x19d
unc_h_egress_horz_ads_used.ak, 0x29d
unc_h_egress_horz_ads_used.bl, 0x49d
unc_h_egress_horz_bypass.ad, 0x19f
unc_h_egress_horz_bypass.ak, 0x29f
unc_h_egress_horz_bypass.bl, 0x49f
unc_h_egress_horz_bypass.iv, 0x89f
unc_h_egress_horz_cycles_full.ad, 0x196
unc_h_egress_horz_cycles_full.ak, 0x296
unc_h_egress_horz_cycles_full.bl, 0x496
unc_h_egress_horz_cycles_full.iv, 0x896
unc_h_egress_horz_cycles_ne.ad, 0x197
unc_h_egress_horz_cycles_ne.ak, 0x297
unc_h_egress_horz_cycles_ne.bl, 0x497
unc_h_egress_horz_cycles_ne.iv, 0x897
unc_h_egress_horz_inserts.ad, 0x195
unc_h_egress_horz_inserts.ak, 0x295
unc_h_egress_horz_inserts.bl, 0x495
unc_h_egress_horz_inserts.iv, 0x895
unc_h_egress_horz_nack.ad, 0x199
unc_h_egress_horz_nack.ak, 0x299
unc_h_egress_horz_nack.bl, 0x499
unc_h_egress_horz_nack.iv, 0x899
unc_h_egress_horz_occupancy.ad, 0x194
unc_h_egress_horz_occupancy.ak, 0x294
unc_h_egress_horz_occupancy.bl, 0x494
unc_h_egress_horz_occupancy.iv, 0x894
unc_h_egress_horz_starved.ad, 0x19b
unc_h_egress_horz_starved.ak, 0x29b
unc_h_egress_horz_starved.bl, 0x49b
unc_h_egress_horz_starved.iv, 0x89b
unc_h_egress_ordering.iv_snp_go_dn, 0x4ae
unc_h_egress_ordering.iv_snp_go_up, 0x1ae
unc_h_egress_vert_ads_used.ad_ag0, 0x19c
unc_h_egress_vert_ads_used.ad_ag1, 0x109c
unc_h_egress_vert_ads_used.ak_ag0, 0x29c
unc_h_egress_vert_ads_used.ak_ag1, 0x209c
unc_h_egress_vert_ads_used.bl_ag0, 0x49c
unc_h_egress_vert_ads_used.bl_ag1, 0x409c
unc_h_egress_vert_bypass.ad_ag0, 0x19e
unc_h_egress_vert_bypass.ad_ag1, 0x109e
unc_h_egress_vert_bypass.ak_ag0, 0x29e
unc_h_egress_vert_bypass.ak_ag1, 0x209e
unc_h_egress_vert_bypass.bl_ag0, 0x49e
unc_h_egress_vert_bypass.bl_ag1, 0x409e
unc_h_egress_vert_bypass.iv, 0x89e
unc_h_egress_vert_cycles_full.ad_ag0, 0x192
unc_h_egress_vert_cycles_full.ad_ag1, 0x1092
unc_h_egress_vert_cycles_full.ak_ag0, 0x292
unc_h_egress_vert_cycles_full.ak_ag1, 0x2092
unc_h_egress_vert_cycles_full.bl_ag0, 0x492
unc_h_egress_vert_cycles_full.bl_ag1, 0x4092
unc_h_egress_vert_cycles_full.iv_ag0, 0x892
unc_h_egress_vert_cycles_ne.ad_ag0, 0x193
unc_h_egress_vert_cycles_ne.ad_ag1, 0x1093
unc_h_egress_vert_cycles_ne.ak_ag0, 0x293
unc_h_egress_vert_cycles_ne.ak_ag1, 0x2093
unc_h_egress_vert_cycles_ne.bl_ag0, 0x493
unc_h_egress_vert_cycles_ne.bl_ag1, 0x4093
unc_h_egress_vert_cycles_ne.iv_ag0, 0x893
unc_h_egress_vert_inserts.ad_ag0, 0x191
unc_h_egress_vert_inserts.ad_ag1, 0x1091
unc_h_egress_vert_inserts.ak_ag0, 0x291
unc_h_egress_vert_inserts.ak_ag1, 0x2091
unc_h_egress_vert_inserts.bl_ag0, 0x491
unc_h_egress_vert_inserts.bl_ag1, 0x4091
unc_h_egress_vert_inserts.iv_ag0, 0x891
unc_h_egress_vert_nack.ad_ag0, 0x198
unc_h_egress_vert_nack.ad_ag1, 0x1098
unc_h_egress_vert_nack.ak_ag0, 0x298
unc_h_egress_vert_nack.ak_ag1, 0x2098
unc_h_egress_vert_nack.bl_ag0, 0x498
unc_h_egress_vert_nack.bl_ag1, 0x4098
unc_h_egress_vert_nack.iv_ag0, 0x898
unc_h_egress_vert_occupancy.ad_ag0, 0x190
unc_h_egress_vert_occupancy.ad_ag1, 0x1090
unc_h_egress_vert_occupancy.ak_ag0, 0x290
unc_h_egress_vert_occupancy.ak_ag1, 0x2090
unc_h_egress_vert_occupancy.bl_ag0, 0x490
unc_h_egress_vert_occupancy.bl_ag1, 0x4090
unc_h_egress_vert_occupancy.iv_ag0, 0x890
unc_h_egress_vert_starved.ad_ag0, 0x19a
unc_h_egress_vert_starved.ad_ag1, 0x109a
unc_h_egress_vert_starved.ak_ag0, 0x29a
unc_h_egress_vert_starved.ak_ag1, 0x209a
unc_h_egress_vert_starved.bl_ag0, 0x49a
unc_h_egress_vert_starved.bl_ag1, 0x409a
unc_h_egress_vert_starved.iv_ag0, 0x89a
unc_h_fast_asserted.horz, 0x1a5
unc_h_fast_asserted.vert, 0xa5
unc_h_horz_ring_ad_in_use.left_even, 0x1a7
unc_h_horz_ring_ad_in_use.left_odd, 0x2a7
unc_h_horz_ring_ad_in_use.right_even, 0x4a7
unc_h_horz_ring_ad_in_use.right_odd, 0x8a7
unc_h_horz_ring_ak_in_use.left_even, 0x1a9
unc_h_horz_ring_ak_in_use.left_odd, 0x2a9
unc_h_horz_ring_ak_in_use.right_even, 0x4a9
unc_h_horz_ring_ak_in_use.right_odd, 0x8a9
unc_h_horz_ring_bl_in_use.left_even, 0x1ab
unc_h_horz_ring_bl_in_use.left_odd, 0x2ab
unc_h_horz_ring_bl_in_use.right_even, 0x4ab
unc_h_horz_ring_bl_in_use.right_odd, 0x8ab
unc_h_horz_ring_iv_in_use.left, 0x1ad
unc_h_horz_ring_iv_in_use.right, 0x4ad
unc_h_ingress_inserts.ipq, 0x413
unc_h_ingress_inserts.irq, 0x113
unc_h_ingress_inserts.irq_rej, 0x213
unc_h_ingress_inserts.prq, 0x1013
unc_h_ingress_inserts.prq_rej, 0x2013
unc_h_ingress_int_starved.ipq, 0x414
unc_h_ingress_int_starved.irq, 0x114
unc_h_ingress_int_starved.ismq, 0x814
unc_h_ingress_int_starved.prq, 0x1014
unc_h_ingress_occupancy.ipq, 0x411
unc_h_ingress_occupancy.irq, 0x111
unc_h_ingress_occupancy.irq_rej, 0x211
unc_h_ingress_occupancy.prq, 0x1011
unc_h_ingress_occupancy.prq_rej, 0x2011
unc_h_ingress_retry_ipq0_reject.ad_req_vn0, 0x122
unc_h_ingress_retry_ipq0_reject.ad_rsp_vn0, 0x222
unc_h_ingress_retry_ipq0_reject.ak_non_upi, 0x4022
unc_h_ingress_retry_ipq0_reject.bl_ncb_vn0, 0x1022
unc_h_ingress_retry_ipq0_reject.bl_ncs_vn0, 0x2022
unc_h_ingress_retry_ipq0_reject.bl_rsp_vn0, 0x422
unc_h_ingress_retry_ipq0_reject.bl_wb_vn0, 0x822
unc_h_ingress_retry_ipq0_reject.iv_non_upi, 0x8022
unc_h_ingress_retry_ipq1_reject.allow_snp, 0x4023
unc_h_ingress_retry_ipq1_reject.any_reject_ipq0, 0x123
unc_h_ingress_retry_ipq1_reject.pa_match, 0x8023
unc_h_ingress_retry_ipq1_reject.sf_victim, 0x823
unc_h_ingress_retry_ipq1_reject.sf_way, 0x2023
unc_h_ingress_retry_irq0_reject.ad_req_vn0, 0x118
unc_h_ingress_retry_irq0_reject.ad_rsp_vn0, 0x218
unc_h_ingress_retry_irq0_reject.ak_non_upi, 0x4018
unc_h_ingress_retry_irq0_reject.bl_ncb_vn0, 0x1018
unc_h_ingress_retry_irq0_reject.bl_ncs_vn0, 0x2018
unc_h_ingress_retry_irq0_reject.bl_rsp_vn0, 0x418
unc_h_ingress_retry_irq0_reject.bl_wb_vn0, 0x818
unc_h_ingress_retry_irq0_reject.iv_non_upi, 0x8018
unc_h_ingress_retry_irq1_reject.allow_snp, 0x4019
unc_h_ingress_retry_irq1_reject.any_reject_irq0, 0x119
unc_h_ingress_retry_irq1_reject.pa_match, 0x8019
unc_h_ingress_retry_irq1_reject.sf_victim, 0x819
unc_h_ingress_retry_irq1_reject.sf_way, 0x2019
unc_h_ingress_retry_ismq0_reject.ad_req_vn0, 0x124
unc_h_ingress_retry_ismq0_reject.ad_rsp_vn0, 0x224
unc_h_ingress_retry_ismq0_reject.ak_non_upi, 0x4024
unc_h_ingress_retry_ismq0_reject.bl_ncb_vn0, 0x1024
unc_h_ingress_retry_ismq0_reject.bl_ncs_vn0, 0x2024
unc_h_ingress_retry_ismq0_reject.bl_rsp_vn0, 0x424
unc_h_ingress_retry_ismq0_reject.bl_wb_vn0, 0x824
unc_h_ingress_retry_ismq0_reject.iv_non_upi, 0x8024
unc_h_ingress_retry_ismq0_retry.ad_req_vn0, 0x12c
unc_h_ingress_retry_ismq0_retry.ad_rsp_vn0, 0x22c
unc_h_ingress_retry_ismq0_retry.ak_non_upi, 0x402c
unc_h_ingress_retry_ismq0_retry.bl_ncb_vn0, 0x102c
unc_h_ingress_retry_ismq0_retry.bl_ncs_vn0, 0x202c
unc_h_ingress_retry_ismq0_retry.bl_rsp_vn0, 0x42c
unc_h_ingress_retry_ismq0_retry.bl_wb_vn0, 0x82c
unc_h_ingress_retry_ismq0_retry.iv_non_upi, 0x802c
unc_h_ingress_retry_other0_retry.ad_req_vn0, 0x12e
unc_h_ingress_retry_other0_retry.ad_rsp_vn0, 0x22e
unc_h_ingress_retry_other0_retry.ak_non_upi, 0x402e
unc_h_ingress_retry_other0_retry.bl_ncb_vn0, 0x102e
unc_h_ingress_retry_other0_retry.bl_ncs_vn0, 0x202e
unc_h_ingress_retry_other0_retry.bl_rsp_vn0, 0x42e
unc_h_ingress_retry_other0_retry.bl_wb_vn0, 0x82e
unc_h_ingress_retry_other0_retry.iv_non_upi, 0x802e
unc_h_ingress_retry_other1_retry.allow_snp, 0x402f
unc_h_ingress_retry_other1_retry.any_reject_irq0, 0x12f
unc_h_ingress_retry_other1_retry.pa_match, 0x802f
unc_h_ingress_retry_other1_retry.sf_victim, 0x82f
unc_h_ingress_retry_other1_retry.sf_way, 0x202f
unc_h_ingress_retry_prq0_reject.ad_req_vn0, 0x120
unc_h_ingress_retry_prq0_reject.ad_rsp_vn0, 0x220
unc_h_ingress_retry_prq0_reject.ak_non_upi, 0x4020
unc_h_ingress_retry_prq0_reject.bl_ncb_vn0, 0x1020
unc_h_ingress_retry_prq0_reject.bl_ncs_vn0, 0x2020
unc_h_ingress_retry_prq0_reject.bl_rsp_vn0, 0x420
unc_h_ingress_retry_prq0_reject.bl_wb_vn0, 0x820
unc_h_ingress_retry_prq0_reject.iv_non_upi, 0x8020
unc_h_ingress_retry_prq1_reject.allow_snp, 0x4021
unc_h_ingress_retry_prq1_reject.any_reject_irq0, 0x121
unc_h_ingress_retry_prq1_reject.pa_match, 0x8021
unc_h_ingress_retry_prq1_reject.sf_victim, 0x821
unc_h_ingress_retry_prq1_reject.sf_way, 0x2021
unc_h_ingress_retry_req_q0_retry.ad_req_vn0, 0x12a
unc_h_ingress_retry_req_q0_retry.ad_rsp_vn0, 0x22a
unc_h_ingress_retry_req_q0_retry.ak_non_upi, 0x402a
unc_h_ingress_retry_req_q0_retry.bl_ncb_vn0, 0x102a
unc_h_ingress_retry_req_q0_retry.bl_ncs_vn0, 0x202a
unc_h_ingress_retry_req_q0_retry.bl_rsp_vn0, 0x42a
unc_h_ingress_retry_req_q0_retry.bl_wb_vn0, 0x82a
unc_h_ingress_retry_req_q0_retry.iv_non_upi, 0x802a
unc_h_ingress_retry_req_q1_retry.allow_snp, 0x402b
unc_h_ingress_retry_req_q1_retry.any_reject_irq0, 0x12b
unc_h_ingress_retry_req_q1_retry.pa_match, 0x802b
unc_h_ingress_retry_req_q1_retry.sf_victim, 0x82b
unc_h_ingress_retry_req_q1_retry.sf_way, 0x202b
unc_h_misc.cv0_pref_miss, 0x2039
unc_h_misc.cv0_pref_vic, 0x1039
unc_h_misc.rfo_hit_s, 0x839
unc_h_misc.rspi_was_fse, 0x139
unc_h_misc.wc_aliasing, 0x239
unc_h_ring_bounces_horz.ad, 0x1a1
unc_h_ring_bounces_horz.ak, 0x2a1
unc_h_ring_bounces_horz.bl, 0x4a1
unc_h_ring_bounces_horz.iv, 0x8a1
unc_h_ring_bounces_vert.ad, 0x1a0
unc_h_ring_bounces_vert.ak, 0x2a0
unc_h_ring_bounces_vert.bl, 0x4a0
unc_h_ring_bounces_vert.iv, 0x8a0
unc_h_ring_sink_starved_horz.ad, 0x1a3
unc_h_ring_sink_starved_horz.ak, 0x2a3
unc_h_ring_sink_starved_horz.bl, 0x4a3
unc_h_ring_sink_starved_horz.iv, 0x8a3
unc_h_ring_sink_starved_vert.ad, 0x1a2
unc_h_ring_sink_starved_vert.ak, 0x2a2
unc_h_ring_sink_starved_vert.bl, 0x4a2
unc_h_ring_sink_starved_vert.iv, 0x8a2
unc_h_ring_src_thrtl, 0xa4
unc_h_sf_lookup.any, 0x1134
unc_h_sf_lookup.data_read, 0x334
unc_h_sf_lookup.remote_snoop, 0x934
unc_h_sf_lookup.write, 0x534
unc_h_tg_ingress_busy_starved.ad_bnc, 0x1b4
unc_h_tg_ingress_busy_starved.ad_crd, 0x10b4
unc_h_tg_ingress_busy_starved.bl_bnc, 0x4b4
unc_h_tg_ingress_busy_starved.bl_crd, 0x40b4
unc_h_tg_ingress_bypass.ad_bnc, 0x1b2
unc_h_tg_ingress_bypass.ad_crd, 0x10b2
